,location,floor,title,price,age,area-m2,owner,room,seller,date
1562,/konut-kiralik/istanbul-kadikoy-goztepe-emlakcidan-daire/detay/32388340,8. Kat,TEK YETKİLİ GÖZTEPE\u0027DE SIFIR 3+1 PARK MANZARALI,2.95,0,110,Emlakçıdan,3+1,Kurumsal,05.12.2018
1563,/konut-kiralik/istanbul-kagithane-hurriyet-emlakcidan-daire/detay/32405927,4. Kat,METRO VE METROBÜSE  8-10 DK. MESAFEDE KİRALIK LÜKS 1+1 DAİRE,1.7,2,95,Emlakçıdan,2+1,Kurumsal,09.12.2018
1564,/konut-kiralik/istanbul-beykoz-goztepe-emlakcidan-daire/detay/32367664,Villa Katı,Göksu Evlerinde İş yerine Ve Konuta Uygun B Tipi Villa,4.75,20,320,Emlakçıdan,5+2,Bireysel,02.12.2018
1565,/konut-kiralik/istanbul-kadikoy-erenkoy-emlakcidan-daire/detay/32372847,5. Kat,Point Emlak  ERENKÖY\u0027DE GENİŞ VE TEMİZ 3+1 KİRALIK DAİRE,2.9,30,145,Emlakçıdan,3+1,Kurumsal,08.12.2018
1566,/konut-kiralik/istanbul-bagcilar-evren-emlakcidan-daire/detay/32377766,Bahçe Katı,NUROL PARK REMAX OLUŞUM 1+1 GENİŞ BAHÇELİ KİRALIK DAİRE !!!,2,1,77,Emlakçıdan,1+1,Kurumsal,08.12.2018
1567,/konut-kiralik/istanbul-buyukcekmece-19-mayis-emlakcidan-daire/detay/32398963,1. Kat,Büyükçekmece 19 mayıs mahallesi 3+1 kiralık daire ,1,20,140,Emlakçıdan,3+1,Kurumsal,07.12.2018
1568,/konut-kiralik/istanbul-besiktas-levent-emlakcidan-daire/detay/32403013,4. Kat,Kanyon Ve Özdilek Avm Arkasın\u0027da Metroya Yakın 2+1 Kiralık Daire,2.1,4,90,Emlakçıdan,2+1,Kurumsal,08.12.2018
1569,/konut-kiralik/istanbul-eyup-mithatpasa-emlakcidan-daire/detay/32399650,,KEMERBURGAZ\u0027DA LÜX SİTE İÇERİSİNDE 3+1 DAİRE,3,0,157,Emlakçıdan,3+1,Kurumsal,08.12.2018
1570,/konut-kiralik/istanbul-kadikoy-egitim-emlakcidan-daire/detay/32371151,13. Kat,"KENTPLUS\u0027TA YÜKSEK KAT,ANKASTRELİ,KAPALI MUTFAK,İKİ BANYOLU 2+1",2.1,0,127,Emlakçıdan,2+1,Kurumsal,03.12.2018
1571,/konut-kiralik/istanbul-kadikoy-egitim-emlakcidan-daire/detay/32362888,3. Kat,ANA CADDE YAKINI KOMBILIN TEMİZ DAİRE,1.1,35,55,Emlakçıdan,1+1,Kurumsal,09.12.2018
1572,/konut-kiralik/istanbul-kadikoy-egitim-emlakcidan-daire/detay/32362991,2. Kat,ARA CADDE ÜZERİ KÖŞE FERAH DAİRE,1.8,30,125,Emlakçıdan,3+1,Kurumsal,09.12.2018
1573,/konut-kiralik/istanbul-basaksehir-basak-emlakcidan-daire/detay/32390359,5. Kat,4.ETAP 1.KISIM DEVLET HASTANESİ YANINDA 87 M2 KB CEPHE,1.3,16,87,Emlakçıdan,2+1,Bireysel,06.12.2018
1574,/konut-kiralik/istanbul-bahcelievler-sirinevler-emlakcidan-daire/detay/32397915,4. Kat,Green house dan metrobüse 3 dk KIRALIK sıfır 2+1 DAİRE,1.6,0,100,Emlakçıdan,2+2,Kurumsal,07.12.2018
1575,/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32383101,10. Kat,YİĞİT MERT ŞAŞKINBAKKAL BAĞDATA 1.PARALEL 3+1 EBEVEYNLİ KATTATEK,3.25,21,170,Emlakçıdan,3+1,Kurumsal,05.12.2018
1576,/konut-kiralik/istanbul-sariyer-ayazaga-emlakcidan-daire/detay/32370808,,Sarıyer maslak ayazağa vadıstanbul da kıralık 3+1 1453 mashattan,6.5,5,160,Emlakçıdan,3+1,Bireysel,03.12.2018
1577,/konut-kiralik/istanbul-pendik-camlik-sahibinden-daire/detay/32391545,3. Kat,SAHİBİNDEN KURTKÖY\u0027DE KİRALIK 1+1 DAİRE,900,5,55,Sahibinden,1+1,Bireysel,06.12.2018
1578,/konut-kiralik/istanbul-bagcilar-evren-emlakcidan-daire/detay/32394478,3. Kat,NUROLPARK GÜNEŞLİ\u0027DE RE/MAX OLUŞUM DAN KİRALIK 3+1 DAİRE,3.4,2,160,Emlakçıdan,3+1,Kurumsal,08.12.2018
1579,/konut-kiralik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32393776,1. Kat,AYDIN\u0027DAN 250m2 4+1 ŞÖMİNELİ BAĞDAT SAHİL ARASI KİRALIK/FOR RENT,5.5,20,250,Emlakçıdan,4+1,Kurumsal,06.12.2018
1580,/konut-kiralik/istanbul-sariyer-maslak-emlakcidan-daire/detay/32403141,,Maslak Mashattan Modern Eşyalı 2+1 Kiralik Daire (188),,,,,,Kurumsal,
1581,/konut-kiralik/istanbul-avcilar-cihangir-emlakcidan-daire/detay/32389036,,AVCILAR CİHANGİR YENİ BİNADA 85m2 2+1 ARA KAT ACİL KİRALIK DAİRE,,,,,,Kurumsal,
1582,/konut-kiralik/istanbul-kadikoy-goztepe-emlakcidan-daire/detay/32388340,,TEK YETKİLİ GÖZTEPE'DE SIFIR 3+1 PARK MANZARALI,,,,,,Kurumsal,
1583,/konut-kiralik/istanbul-kagithane-hurriyet-emlakcidan-daire/detay/32405927,,METRO VE METROBÜSE  8-10 DK. MESAFEDE KİRALIK LÜKS 1+1 DAİRE,,,,,,Kurumsal,
1584,/konut-kiralik/istanbul-beykoz-goztepe-emlakcidan-daire/detay/32367664,,Göksu Evlerinde İş yerine Ve Konuta Uygun B Tipi Villa,,,,,,Bireysel,
1585,/konut-kiralik/istanbul-kadikoy-erenkoy-emlakcidan-daire/detay/32372847,,Point Emlak  ERENKÖY'DE GENİŞ VE TEMİZ 3+1 KİRALIK DAİRE,,,,,,Kurumsal,
1586,/konut-kiralik/istanbul-bagcilar-evren-emlakcidan-daire/detay/32377766,,NUROL PARK REMAX OLUŞUM 1+1 GENİŞ BAHÇELİ KİRALIK DAİRE !!!,,,,,,Kurumsal,
1587,/konut-kiralik/istanbul-buyukcekmece-19-mayis-emlakcidan-daire/detay/32398963,,Büyükçekmece 19 mayıs mahallesi 3+1 kiralık daire ,,,,,,Kurumsal,
1588,/konut-kiralik/istanbul-besiktas-levent-emlakcidan-daire/detay/32403013,,Kanyon Ve Özdilek Avm Arkasın'da Metroya Yakın 2+1 Kiralık Daire,,,,,,Kurumsal,
1589,/konut-kiralik/istanbul-eyup-mithatpasa-emlakcidan-daire/detay/32399650,,KEMERBURGAZ'DA LÜX SİTE İÇERİSİNDE 3+1 DAİRE,,,,,,Kurumsal,
1590,/konut-kiralik/istanbul-kadikoy-egitim-emlakcidan-daire/detay/32371151,,"KENTPLUS'TA YÜKSEK KAT,ANKASTRELİ,KAPALI MUTFAK,İKİ BANYOLU 2+1",,,,,,Kurumsal,
1591,/konut-kiralik/istanbul-kadikoy-egitim-emlakcidan-daire/detay/32362888,,ANA CADDE YAKINI KOMBILIN TEMİZ DAİRE,,,,,,Kurumsal,
1592,/konut-kiralik/istanbul-kadikoy-egitim-emlakcidan-daire/detay/32362991,,ARA CADDE ÜZERİ KÖŞE FERAH DAİRE,,,,,,Kurumsal,
1593,/konut-kiralik/istanbul-basaksehir-basak-emlakcidan-daire/detay/32390359,,4.ETAP 1.KISIM DEVLET HASTANESİ YANINDA 87 M2 KB CEPHE,,,,,,Bireysel,
1594,/konut-kiralik/istanbul-bahcelievler-sirinevler-emlakcidan-daire/detay/32397915,,Green house dan metrobüse 3 dk KIRALIK sıfır 2+1 DAİRE,,,,,,Kurumsal,
1595,/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32383101,,YİĞİT MERT ŞAŞKINBAKKAL BAĞDATA 1.PARALEL 3+1 EBEVEYNLİ KATTATEK,,,,,,Kurumsal,
1596,/konut-kiralik/istanbul-sariyer-ayazaga-emlakcidan-daire/detay/32370808,,Sarıyer maslak ayazağa vadıstanbul da kıralık 3+1 1453 mashattan,,,,,,Bireysel,
1597,/konut-kiralik/istanbul-pendik-camlik-sahibinden-daire/detay/32391545,,SAHİBİNDEN KURTKÖY'DE KİRALIK 1+1 DAİRE,,,,,,Bireysel,
1598,/konut-kiralik/istanbul-bagcilar-evren-emlakcidan-daire/detay/32394478,,NUROLPARK GÜNEŞLİ'DE RE/MAX OLUŞUM DAN KİRALIK 3+1 DAİRE,,,,,,Kurumsal,
1599,/konut-kiralik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32393776,,AYDIN'DAN 250m2 4+1 ŞÖMİNELİ BAĞDAT SAHİL ARASI KİRALIK/FOR RENT,,,,,,Kurumsal,
1600,/konut-kiralik/istanbul-tuzla-yayla-emlakcidan-daire/detay/32404896,4. Kat,"TUZLANIN VİZYONU VİZYON PARKDA SIFIR, MANZARALI KİRALIK DUBLEX",3,0,190,Emlakçıdan,3+2,Bireysel,08.12.2018
1601,/konut-kiralik/istanbul-cekmekoy-catalmese-emlakcidan-daire/detay/32389089,1. Kat,Yankıdan Alemdağ Çatalmeşe Mah. 4+1 Kiralık Bahçe Dublexs Daire,1.55,0,150,Emlakçıdan,4+1,Kurumsal,05.12.2018
1602,/konut-kiralik/istanbul-bakirkoy-yesilyurt-emlakcidan-daire/detay/32265364,1. Kat,YEŞİLYURT TA 2+1 110 M2 KİRALIK YÜKSEK GİRİŞ DAİRE,4,0,110,Emlakçıdan,2+1,Bireysel,09.12.2018
1603,/konut-kiralik/istanbul-tuzla-aydinli-emlakcidan-daire/detay/32400703,3. Kat,TUZLA AYDINLI DA TEMİZ BAKIMLI 3+1 110 M2 KİRALIK DAİRE,1,5,110,Emlakçıdan,3+1,Kurumsal,07.12.2018
1604,/konut-kiralik/istanbul-beyoglu-gumussuyu-emlakcidan-daire/detay/32398989,Yüksek Giriş,The Marmaranın arkasında kiralık 2+1 temiz daire,2,45,70,Emlakçıdan,2+1,Bireysel,07.12.2018
1605,/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32400901,5. Kat,BAHÇELİEVLER ÇAMLIK CAD KUPAYANI SIFIR BİNADA OTOPAKR5+1 DUBLEX ,3.3,2,200,Emlakçıdan,4+2,Kurumsal,09.12.2018
1606,/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32391251,Yüksek Giriş, VİZYON\u0027DAN SUADİYEDE MİMARİ DEKORLU MEGA LÜKS DAİRE FIRSAT,2.1,25,110,Emlakçıdan,2+1,Kurumsal,06.12.2018
1607,/konut-kiralik/istanbul-besiktas-ulus-emlakcidan-daire/detay/32385811,En Üst Kat,"ULUS,GÜZEL KONUTLAR,BAKIMLI,KOMPLE EŞYALI 120 M2 ÇATI DUBLEXİ",6.25,25,120,Emlakçıdan,2+1,Kurumsal,05.12.2018
1608,/konut-kiralik/istanbul-beyoglu-istiklal-emlakcidan-daire/detay/32374845,1. Kat,Piyalepaşa İstanbul 1+1 Kiralık Daire,2.5,0,68,Emlakçıdan,1+1,Kurumsal,03.12.2018
1609,/konut-kiralik/istanbul-beykoz-soguksu-emlakcidan-daire/detay/32402850,2. Kat,BEYKOZ ACRLOFT KARŞISI PAŞA GARDEN SİTESİNDE 3+1 KİRALIK DAİRE,4,5,170,Emlakçıdan,3+1,Kurumsal,07.12.2018
1610,/konut-kiralik/istanbul-kadikoy-sahrayi-cedit-emlakcidan-daire/detay/32392670,4. Kat,SAHRAYICEDİD\u0027TE 3+1 135M2 KİRALIK DAİRE,2.3,21,155,Emlakçıdan,3+1,Kurumsal,06.12.2018
1611,/konut-kiralik/istanbul-avcilar-tahtakale-emlakcidan-daire/detay/32384073,14. Kat,ISPARTAKULE BANU EVLERİ 1 KİRALIK 4+1 DUBLEX DAİRE 240m2,2.8,3,240,Emlakçıdan,4+1,Kurumsal,05.12.2018
1612,/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32380189,2. Kat,BAHÇELİEVLER SİYAVUŞPAŞADA 2+1 MUTLU İNŞ. EMLAKTAN KİRALIK DAİRE,1.6,26,100,Emlakçıdan,2+1,Kurumsal,08.12.2018
1613,/konut-kiralik/istanbul-sisli-bozkurt-emlakcidan-daire/detay/32410617,,Şişli kurtuluşta metroya yakın sıfır otoparklı daire,3.25,0,120,Emlakçıdan,2+1,Bireysel,09.12.2018
1614,/konut-kiralik/istanbul-besiktas-levent-emlakcidan-daire/detay/32377127,3. Kat,TEKFEN TOWER ARKASI KİRALIK YENİ DAİRE METRO 7 DK ,1.85,5,55,Emlakçıdan,1+1,Kurumsal,07.12.2018
1615,/konut-kiralik/istanbul-umraniye-namik-kemal-emlakcidan-daire/detay/32375127,5. Kat,ÜMRANİYE NAMIKKEMAL MAHALESİNDE KİRALIK2+1 DAİRE,1.2,8,88,Emlakçıdan,2+1,Kurumsal,03.12.2018
1616,/konut-kiralik/istanbul-beyoglu-sahkulu-emlakcidan-daire/detay/32378751,5. Kat,"KONUT\u0027TAN GALATA\u0027DA MUHTEŞEM MANZARALI, TERASLI, 1+1 DUBLEKS",14,100,100,Emlakçıdan,1+1,Kurumsal,04.12.2018
1617,/konut-kiralik/istanbul-maltepe-aydinevler-emlakcidan-daire/detay/32384434,4. Kat,"DİRECTTEN,DENİZ MANZARALI,ÖZENLE DİZAYN EDİLMİŞ,LÜKS 3+2 DUBLEKS",2.7,4,200,Emlakçıdan,3+2,Kurumsal,05.12.2018
1618,/konut-kiralik/istanbul-cekmekoy-hamidiye-emlakcidan-daire/detay/32382755,2. Kat,TURYAP TAN BEŞYILDIZ MİRA EVLERİ HARİKA KONUM PEYZAJ CEPHELİ,2.35,4,120,Emlakçıdan,2+1,Bireysel,04.12.2018
1619,/konut-kiralik/istanbul-basaksehir-bahcesehir-2-kisim-emlakcidan-daire/detay/32396575,20. Kat,N TEPE\u0027DE KAPALI OTOPARKLI GÜVENLİKLİ SPOR SALONLU MANZARALI 1+1,800,9,68,Emlakçıdan,1+1,Kurumsal,06.12.2018
1620,/konut-kiralik/istanbul-tuzla-yayla-emlakcidan-daire/detay/32404896,,"TUZLANIN VİZYONU VİZYON PARKDA SIFIR, MANZARALI KİRALIK DUBLEX",,,,,,Bireysel,
1621,/konut-kiralik/istanbul-cekmekoy-catalmese-emlakcidan-daire/detay/32389089,,Yankıdan Alemdağ Çatalmeşe Mah. 4+1 Kiralık Bahçe Dublexs Daire,,,,,,Kurumsal,
1622,/konut-kiralik/istanbul-bakirkoy-yesilyurt-emlakcidan-daire/detay/32265364,,YEŞİLYURT TA 2+1 110 M2 KİRALIK YÜKSEK GİRİŞ DAİRE,,,,,,Bireysel,
1623,/konut-kiralik/istanbul-tuzla-aydinli-emlakcidan-daire/detay/32400703,,TUZLA AYDINLI DA TEMİZ BAKIMLI 3+1 110 M2 KİRALIK DAİRE,,,,,,Kurumsal,
1624,/konut-kiralik/istanbul-beyoglu-gumussuyu-emlakcidan-daire/detay/32398989,,The Marmaranın arkasında kiralık 2+1 temiz daire,,,,,,Bireysel,
1625,/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32400901,,BAHÇELİEVLER ÇAMLIK CAD KUPAYANI SIFIR BİNADA OTOPAKR5+1 DUBLEX ,,,,,,Kurumsal,
1626,/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32391251,, VİZYON'DAN SUADİYEDE MİMARİ DEKORLU MEGA LÜKS DAİRE FIRSAT,,,,,,Kurumsal,
1627,/konut-kiralik/istanbul-besiktas-ulus-emlakcidan-daire/detay/32385811,,"ULUS,GÜZEL KONUTLAR,BAKIMLI,KOMPLE EŞYALI 120 M2 ÇATI DUBLEXİ",,,,,,Kurumsal,
1628,/konut-kiralik/istanbul-beyoglu-istiklal-emlakcidan-daire/detay/32374845,,Piyalepaşa İstanbul 1+1 Kiralık Daire,,,,,,Kurumsal,
1629,/konut-kiralik/istanbul-beykoz-soguksu-emlakcidan-daire/detay/32402850,,BEYKOZ ACRLOFT KARŞISI PAŞA GARDEN SİTESİNDE 3+1 KİRALIK DAİRE,,,,,,Kurumsal,
1630,/konut-kiralik/istanbul-kadikoy-sahrayi-cedit-emlakcidan-daire/detay/32392670,,SAHRAYICEDİD'TE 3+1 135M2 KİRALIK DAİRE,,,,,,Kurumsal,
1631,/konut-kiralik/istanbul-avcilar-tahtakale-emlakcidan-daire/detay/32384073,,ISPARTAKULE BANU EVLERİ 1 KİRALIK 4+1 DUBLEX DAİRE 240m2,,,,,,Kurumsal,
1632,/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32380189,,BAHÇELİEVLER SİYAVUŞPAŞADA 2+1 MUTLU İNŞ. EMLAKTAN KİRALIK DAİRE,,,,,,Kurumsal,
1633,/konut-kiralik/istanbul-sisli-bozkurt-emlakcidan-daire/detay/32410617,,Şişli kurtuluşta metroya yakın sıfır otoparklı daire,,,,,,Bireysel,
1634,/konut-kiralik/istanbul-besiktas-levent-emlakcidan-daire/detay/32377127,,TEKFEN TOWER ARKASI KİRALIK YENİ DAİRE METRO 7 DK ,,,,,,Kurumsal,
1635,/konut-kiralik/istanbul-umraniye-namik-kemal-emlakcidan-daire/detay/32375127,,ÜMRANİYE NAMIKKEMAL MAHALESİNDE KİRALIK2+1 DAİRE,,,,,,Kurumsal,
1636,/konut-kiralik/istanbul-beyoglu-sahkulu-emlakcidan-daire/detay/32378751,,"KONUT'TAN GALATA'DA MUHTEŞEM MANZARALI, TERASLI, 1+1 DUBLEKS",,,,,,Kurumsal,
1637,/konut-kiralik/istanbul-maltepe-aydinevler-emlakcidan-daire/detay/32384434,,"DİRECTTEN,DENİZ MANZARALI,ÖZENLE DİZAYN EDİLMİŞ,LÜKS 3+2 DUBLEKS",,,,,,Kurumsal,
1638,/konut-kiralik/istanbul-cekmekoy-hamidiye-emlakcidan-daire/detay/32382755,,TURYAP TAN BEŞYILDIZ MİRA EVLERİ HARİKA KONUM PEYZAJ CEPHELİ,,,,,,Bireysel,
1639,/konut-kiralik/istanbul-basaksehir-bahcesehir-2-kisim-emlakcidan-daire/detay/32396575,,N TEPE'DE KAPALI OTOPARKLI GÜVENLİKLİ SPOR SALONLU MANZARALI 1+1,,,,,,Kurumsal,
1640,/konut-kiralik/istanbul-maltepe-zumrutevler-emlakcidan-daire/detay/32387268,2. Kat,HUZUREVİ METRO DURAĞINA SIFIR KONUMDA 2+1 KİRALIK DAİRE,1.55,3,80,Emlakçıdan,2+1,Kurumsal,05.12.2018
1641,/konut-kiralik/istanbul-besiktas-abbasaga-emlakcidan-daire/detay/32390720,4. Kat,ABBASAGADA 2+1 FUUL MOBİLYALI MANZARALI DAİRE,2.6,32,90,Emlakçıdan,1+1,Kurumsal,06.12.2018
1642,/konut-kiralik/istanbul-kagithane-sanayi-emlakcidan-daire/detay/32382069,3. Kat,4.LEVENT METROYA 6-7 DK MESAFEDE KİRALIK EŞYALI 2+1 DAİRE  ,2.1,26,105,Emlakçıdan,2+1,Kurumsal,04.12.2018
1643,/konut-kiralik/istanbul-pendik-yenisehir-emlakcidan-daire/detay/32398933,2. Kat,Pendik Yenişehir Dumankaya Trend Kurtköy Kiralık 2+1 Daire,1.45,10,104,Emlakçıdan,2+1,Bireysel,07.12.2018
1644,/konut-kiralik/istanbul-kagithane-harmantepe-emlakcidan-daire/detay/32378118,Kot 1,KAĞITHANE HARMANTEPE\u0027DE 80M2 2+1 YENİ BİNADA SIFIR KİRALIK DAİRE,1.35,0,80,Emlakçıdan,2+1,Kurumsal,08.12.2018
1645,/konut-kiralik/istanbul-uskudar-mimar-sinan-emlakcidan-daire/detay/32387032,3. Kat,BAHAROĞLUNDAN ÜSKÜDAR MİMAR SİNANDA EŞYALI 2+1 DUBLEX KİRALIK **,2,25,140,Emlakçıdan,2+1,Kurumsal,05.12.2018
1646,/konut-kiralik/istanbul-besiktas-arnavutkoy-emlakcidan-daire/detay/32404535,3. Kat,"ARNAVUTKÖY DE 4+1, 220 M2 PANORAMİK BOĞAZ MANZARALI BALKONLU",15,23,240,Emlakçıdan,4+1,Kurumsal,08.12.2018
1647,/konut-kiralik/istanbul-kucukcekmece-sogutlu-cesme-emlakcidan-daire/detay/32378942,3. Kat,KÜÇÜKÇEKMECE SÖĞÜTLÜÇEŞMEDE KİRALIK 2+1 DAİRE,950,0,90,Emlakçıdan,2+1,Bireysel,04.12.2018
1648,/konut-kiralik/istanbul-kadikoy-dumlupinar-emlakcidan-daire/detay/32398982,15. Kat,TEKNİK YAPI CONCORD İSTANBUL\u0027 DA KİRALIK 1+1 DAİRE E - 5 CEPHELİ,1.6,0,59,Emlakçıdan,1+1,Kurumsal,09.12.2018
1649,/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32402452,4. Kat,BAHÇELİEVLER YAYLA DA KİRALIK ASANSÖRLÜ 3+1 DAİRE,1.6,26,120,Emlakçıdan,3+1,Bireysel,09.12.2018
1650,/konut-kiralik/istanbul-avcilar-gumuspala-sahibinden-daire/detay/32388219,1. Kat,3+1 AVCILAR GÜMÜŞPALA MERKEZDE METROBUSE YURUME MESAFESI 3-4 DAK,1.25,22,110,Sahibinden,3+1,Bireysel,06.12.2018
1651,/konut-kiralik/istanbul-kadikoy-kozyatagi-emlakcidan-daire/detay/32382386,9. Kat,ŞEBNEMSANER GYM \u0026 ŞAKACI SOKAKTA KİRALIK DAİRELER,3,0,125,Emlakçıdan,3+1,Kurumsal,04.12.2018
1652,/konut-kiralik/istanbul-sariyer-tarabya-emlakcidan-daire/detay/32384167,4. Kat,Sarıyer Tarabya Hacıosman Metrosuna 100Metre Eşyalı Kiralık 4+1,3,15,150,Emlakçıdan,4+1,Kurumsal,09.12.2018
1653,/konut-kiralik/istanbul-kagithane-telsizler-emlakcidan-daire/detay/32384099,Kot 2,KAĞITHANE TELSİZLER\u0027DE 110M2 3+1 ASANSÖRLÜ LÜKS KİRALIK DAİRE,1.4,0,110,Emlakçıdan,3+1,Kurumsal,08.12.2018
1654,/konut-kiralik/istanbul-kagithane-sanayi-emlakcidan-daire/detay/32374734,Bahçe Katı,Sanayi Mahallesi  Girişinde   2+1  90m2   Metro Yürüme 7dk,1.2,20,90,Emlakçıdan,2+1,Kurumsal,09.12.2018
1655,/konut-kiralik/istanbul-besiktas-etiler-emlakcidan-daire/detay/32376737,1. Kat,ETİLER GÜVENLİKLİ OTOPARKLI AKTİVİTELİ LUKS SİTEDE ARAKAT,7,10,120,Emlakçıdan,2+1,Kurumsal,04.12.2018
1656,/konut-kiralik/istanbul-sisli-cumhuriyet-emlakcidan-daire/detay/32397087,Yüksek Giriş,Şişli Bomonti\u0027de Merkezi Konumda Kiralık Daire,3.1,45,140,Emlakçıdan,4+1,Kurumsal,07.12.2018
1657,/konut-kiralik/istanbul-sariyer-istinye-emlakcidan-daire/detay/32374889,2. Kat,İSTİNYE MARİTZA EVLERİ\u0027NDE 2+1 120 M2 KİRALIK DAİRE,6.5,10,120,Emlakçıdan,2+1,Kurumsal,03.12.2018
1658,/konut-kiralik/istanbul-kartal-orhantepe-emlakcidan-daire/detay/32400488,7. Kat,KARTAL KORDONBUYU SAHİLDE 4+2 KİRALIK DUBLEKS,2.5,16,240,Emlakçıdan,4+2,Bireysel,07.12.2018
1659,/konut-kiralik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/32394432,1. Kat,R.E.P GAYRİMENKUL\u0027DEN YEŞİLKÖY\u0027DE SIFIR 2+1 100 m2 1.KAT DAİRE,3.5,1,100,Emlakçıdan,2+1,Kurumsal,07.12.2018
1660,/konut-kiralik/istanbul-maltepe-zumrutevler-emlakcidan-daire/detay/32387268,,HUZUREVİ METRO DURAĞINA SIFIR KONUMDA 2+1 KİRALIK DAİRE,,,,,,Kurumsal,
1661,/konut-kiralik/istanbul-besiktas-abbasaga-emlakcidan-daire/detay/32390720,,ABBASAGADA 2+1 FUUL MOBİLYALI MANZARALI DAİRE,,,,,,Kurumsal,
1662,/konut-kiralik/istanbul-kagithane-sanayi-emlakcidan-daire/detay/32382069,,4.LEVENT METROYA 6-7 DK MESAFEDE KİRALIK EŞYALI 2+1 DAİRE  ,,,,,,Kurumsal,
1663,/konut-kiralik/istanbul-pendik-yenisehir-emlakcidan-daire/detay/32398933,,Pendik Yenişehir Dumankaya Trend Kurtköy Kiralık 2+1 Daire,,,,,,Bireysel,
1664,/konut-kiralik/istanbul-kagithane-harmantepe-emlakcidan-daire/detay/32378118,,KAĞITHANE HARMANTEPE'DE 80M2 2+1 YENİ BİNADA SIFIR KİRALIK DAİRE,,,,,,Kurumsal,
1665,/konut-kiralik/istanbul-uskudar-mimar-sinan-emlakcidan-daire/detay/32387032,,BAHAROĞLUNDAN ÜSKÜDAR MİMAR SİNANDA EŞYALI 2+1 DUBLEX KİRALIK **,,,,,,Kurumsal,
1666,/konut-kiralik/istanbul-besiktas-arnavutkoy-emlakcidan-daire/detay/32404535,,"ARNAVUTKÖY DE 4+1, 220 M2 PANORAMİK BOĞAZ MANZARALI BALKONLU",,,,,,Kurumsal,
1667,/konut-kiralik/istanbul-kucukcekmece-sogutlu-cesme-emlakcidan-daire/detay/32378942,,KÜÇÜKÇEKMECE SÖĞÜTLÜÇEŞMEDE KİRALIK 2+1 DAİRE,,,,,,Bireysel,
1668,/konut-kiralik/istanbul-kadikoy-dumlupinar-emlakcidan-daire/detay/32398982,,TEKNİK YAPI CONCORD İSTANBUL' DA KİRALIK 1+1 DAİRE E - 5 CEPHELİ,,,,,,Kurumsal,
1669,/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32402452,,BAHÇELİEVLER YAYLA DA KİRALIK ASANSÖRLÜ 3+1 DAİRE,,,,,,Bireysel,
1670,/konut-kiralik/istanbul-avcilar-gumuspala-sahibinden-daire/detay/32388219,,3+1 AVCILAR GÜMÜŞPALA MERKEZDE METROBUSE YURUME MESAFESI 3-4 DAK,,,,,,Bireysel,
1671,/konut-kiralik/istanbul-kadikoy-kozyatagi-emlakcidan-daire/detay/32382386,,ŞEBNEMSANER GYM & ŞAKACI SOKAKTA KİRALIK DAİRELER,,,,,,Kurumsal,
1672,/konut-kiralik/istanbul-sariyer-tarabya-emlakcidan-daire/detay/32384167,,Sarıyer Tarabya Hacıosman Metrosuna 100Metre Eşyalı Kiralık 4+1,,,,,,Kurumsal,
1673,/konut-kiralik/istanbul-kagithane-telsizler-emlakcidan-daire/detay/32384099,,KAĞITHANE TELSİZLER'DE 110M2 3+1 ASANSÖRLÜ LÜKS KİRALIK DAİRE,,,,,,Kurumsal,
1674,/konut-kiralik/istanbul-kagithane-sanayi-emlakcidan-daire/detay/32374734,,Sanayi Mahallesi  Girişinde   2+1  90m2   Metro Yürüme 7dk,,,,,,Kurumsal,
1675,/konut-kiralik/istanbul-besiktas-etiler-emlakcidan-daire/detay/32376737,,ETİLER GÜVENLİKLİ OTOPARKLI AKTİVİTELİ LUKS SİTEDE ARAKAT,,,,,,Kurumsal,
1676,/konut-kiralik/istanbul-sisli-cumhuriyet-emlakcidan-daire/detay/32397087,,Şişli Bomonti'de Merkezi Konumda Kiralık Daire,,,,,,Kurumsal,
1677,/konut-kiralik/istanbul-sariyer-istinye-emlakcidan-daire/detay/32374889,,İSTİNYE MARİTZA EVLERİ'NDE 2+1 120 M2 KİRALIK DAİRE,,,,,,Kurumsal,
1678,/konut-kiralik/istanbul-kartal-orhantepe-emlakcidan-daire/detay/32400488,,KARTAL KORDONBUYU SAHİLDE 4+2 KİRALIK DUBLEKS,,,,,,Bireysel,
