location,floor,title,price,age,area-m2,owner,room,seller,date
/konut-kiralik/istanbul-uskudar-salacak-emlakcidan-daire/detay/32216089,Kot 1,ÜSKÜDAR SALACAK  1+1 70m2 MASRAFSIZ KİRALIK DAİRE,1.300,30,70,Emlakçıdan,1+1,Kurumsal,15.11.2018
/konut-kiralik/istanbul-bagcilar-mahmutbey-emlakcidan-daire/detay/32282101,21 ve üzeri,2019\u0027A KADAR AİDAT YOK KULLANIMA HAZIR YÜKSEK KAT 2+1 RESİDENCE,2.800,0,109,Emlakçıdan,2+1,Kurumsal,19.11.2018
/konut-kiralik/istanbul-uskudar-ahmediye-emlakcidan-daire/detay/31994714,Kot 1,"DOĞANCILAR PARKI YANINDA 3+1,110 M2,ÇİFT CEPHELİ KOT 1 DAİRE",1.750,25,110,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kagithane-emniyetevleri-emlakcidan-daire/detay/32279146,7. Kat,4. LEVENT METRO 4 DK 3+1 1+1 DAİRELER OTOPARKLI,2.000,0,90,Emlakçıdan,3+1,Kurumsal,18.11.2018
/konut-kiralik/istanbul-maltepe-zumrutevler-emlakcidan-daire/detay/32297292,1. Kat,ZÜMRÜTEVLERDE ULTRA LÜKS MANZARALI 2+1,1.250,1,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/29671711,2. Kat,YEŞİLKÖYDE SIFIR HAVUZLU GÜVENLİKLİ SİTEDE 216M2 4+1 ARAKAT,10.000,0,216,Emlakçıdan,4+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-pendik-yenisehir-emlakcidan-daire/detay/31899298,Yüksek Giriş,EKŞİOĞLU YEŞİLVADİ EVLERİNDE 3+1 145M2 KİRALIK DAİRE,1.400,10,145,Emlakçıdan,3+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-uskudar-sultantepe-emlakcidan-daire/detay/32183106,Yüksek Giriş,"BAHAROĞLU\u0027NDAN İCADİYEDE FETHPAŞA KORUSUNA KOMŞU 3+1,TEMİZ",1.650,25,110,Emlakçıdan,3+1,Kurumsal,26.11.2018
/konut-kiralik/istanbul-beyoglu-kilicali-pasa-emlakcidan-daire/detay/31790498,3. Kat,"Cihangir\u0027de 3+1 Kombili , 145 m2 Eşyalı- Eşyasız Daire",12.500,25,145,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sariyer-istinye-emlakcidan-daire/detay/32177128,4. Kat,İSTİNYE BOĞAZİÇİ SİTESİNDE 3+1 TERASLI ÇATI DUBLEKS DAİRE,2.850,20,148,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-besiktas-gayrettepe-emlakcidan-daire/detay/32063258,Bahçe Katı,GAYRETTEPE MAHALLESİNDE PRESTİJLİ BİNADA EŞYALI OTOPARKLI 1+1,6.000,1,80,Emlakçıdan,1+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-sariyer-yenikoy-emlakcidan-daire/detay/32095073,1. Kat,sarıyer yeniköy de cadde üstü kiralık...,4.000,25,100,Emlakçıdan,2+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/32262144,3. Kat,ALTINTEPE DE TOPLU ULAŞIMA ÇOK YAKIN ÇOK GENİŞ 3+1,2.500,9,150,Emlakçıdan,3+1,Kurumsal,15.11.2018
/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32296132,, BAHÇELİEVLER YAYLA ÇAMLIK CD. YAKINI 3+1 KOMBİLİ 5.KAT BOYALI,1.300,25,120,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-uskudar-bulgurlu-emlakcidan-daire/detay/31893205,Bahçe Katı,EN UYGUN Emlak\u0027tan Bulgurlu Merkezde Metroya Yakın Sıfır 2+1,1.100,0,70,Emlakçıdan,2+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-kadikoy-19-mayis-emlakcidan-daire/detay/32203939,2. Kat,"BAYAR CAD.ÜZERİNDE GENİŞ 3+1, 150 M2 KİRALIK DAİRE",2.200,25,150,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-atasehir-kayisdagi-emlakcidan-daire/detay/32335072,Yüksek Giriş,Yeditepe Üni. Çok Yakın 2+1 Kiralık Daire ,1.350,10,85,Emlakçıdan,2+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-tuzla-postane-emlakcidan-daire/detay/29489185,2. Kat,GRİ DEN TUZLA POSTANE DE 2+1 90 M2 KİRALIK DAİRE,2.250,0,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-besiktas-etiler-emlakcidan-daire/detay/32310216,4. Kat,ETİLER AKMERKEZ YAKINI 4+1 EBEVEYN BANYOLU OTOPARKLI DAİRE,7.000,26,195,Emlakçıdan,4+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kadikoy-kozyatagi-emlakcidan-daire/detay/31852833,1. Kat,BOĞAZİÇİ\u0027NDEN KOZYATAĞI\u0027NDA HARİKA LOKASYONDA 135 M2 3+1 DAİRE,2.000,28,135,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-pendik-ahmet-yesevi-emlakcidan-daire/detay/32325961,4. Kat,YAŞAM\u0027DAN SİTE İÇERİSİNDE ÇOK GENİŞ 2+1 ARAKAT KİRALIK DAİRE,1.150,4,110,Emlakçıdan,2+1,Kurumsal,26.11.2018
/konut-kiralik/istanbul-sariyer-istinye-emlakcidan-daire/detay/31525839,4. Kat,İSTİNYE PARK DA KİRALIK LÜX MOBİLYALI 2+1 DAİRE,11.000,10,135,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kagithane-yahyakemal-emlakcidan-daire/detay/32209099,3. Kat,KAĞITHANE YAHYA KEMALDE CADDEYE YAKIN  80M2 2+1 KİRALIK DAİRE,1.100,10,80,Emlakçıdan,2+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-kadikoy-goztepe-emlakcidan-daire/detay/32185713,6. Kat,GÖZTEPE BENZİNCİNİN ARKA SOKAĞINDA 150 m2 BAKIMLI DAİRE,2.500,29,150,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-sariyer-kumkoy-emlakcidan-daire/detay/32323385,Bahçe Katı,SEMİH ÖZKAN DAN BAHÇE KATI,1.850,15,100,Emlakçıdan,2+1,Bireysel,25.11.2018
/konut-kiralik/istanbul-kagithane-celiktepe-emlakcidan-daire/detay/32324074,Yüksek Giriş,TEMPA EMLAK OFİSİNDEN ÇELİKTEPE YENİ BİNA DA 1+1 KİRALIK DAİRE  ,1.350,2,65,Emlakçıdan,1+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-buyukcekmece-ataturk-emlakcidan-daire/detay/32288414,3. Kat,Demir Deluxe Emlak Büyükçekmece Sahil Kiralık Daire 2+2,2.000,0,120,Emlakçıdan,2+2,Kurumsal,29.11.2018
/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32301219,15. Kat,SUADİYE\u0027DE AKTÜEL\u0027DEN 300 M2 DENİZ MANZARALI GÜVENLİKLİ 6+1,10.000,10,300,Emlakçıdan,6+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sariyer-cayirbasi-emlakcidan-daire/detay/32291406,1. Kat,Turyap tan Hamidiye Etfal Hastanesi Yanı Özden Sitesin de,2.550,8,100,Emlakçıdan,3+1,Kurumsal,21.11.2018
/konut-kiralik/istanbul-besiktas-gayrettepe-emlakcidan-daire/detay/32318019,Giriş Katı,NET EMLAK\u0027 TAN GAYRETTEPE MERKEZDE 1+1 50 M2 OTOPARKLI DÜZ GİRİŞ,2.250,35,50,Emlakçıdan,1+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kadikoy-merdivenkoy-emlakcidan-daire/detay/32069194,5. Kat,GÖZTEPE GÜNAYDIN SOKAK MERKEZİ LOKASYONDA BAKIMLI,2.000,29,135,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-cekmekoy-merkez-emlakcidan-daire/detay/32033903,1. Kat,RAPSODİ EVLERİ 1+1 KİRALIK DAİRE *TEK YETKİLİ OFİS-SERPİL ÇINAL,1.900,9,90,Emlakçıdan,1+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-besiktas-bebek-emlakcidan-daire/detay/31826134,Giriş Katı,BEBEK DE SAHILE YAKİN KONUTA OFİSE 3+1 KOMBİLİ GİRİŞ,3.600,30,120,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sariyer-ayazaga-emlakcidan-daire/detay/32212772,Yüksek Giriş,AYAZAĞA GÜZELDENİZ SİTESİN DE 3+1 KİRALIK DAİRE,1.900,9,130,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-umraniye-armagan-evler-emlakcidan-daire/detay/32335313,Yüksek Giriş,MAISON ROYAL - 85m2 AYRI MUTFAKLI VE BALKONLU KULLANIŞLI 2+1,1.150,9,95,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-buyukcekmece-ekinoba-emlakcidan-daire/detay/31521922,Çatı Katı,Asil Emlaktan Site içinde Kapalı havuzlu dubleks daire,1.600,5,90,Emlakçıdan,2+1,Kurumsal,29.11.2018
/konut-kiralik/istanbul-kadikoy-fikirtepe-emlakcidan-daire/detay/27922788,6. Kat,KENT PLUS FİKİRTEPE KADIKÖY PROJESİNİN EN BÜYÜK - BALKONLU DAİRE,1.750,0,86,Emlakçıdan,1+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kagithane-talatpasa-emlakcidan-daire/detay/32357762,Yüksek Giriş,KAĞITHANE TALATPAŞA DA KİRALIK 2+1 DAİRE 1450TL,1.450,0,80,Emlakçıdan,2+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-basaksehir-bahcesehir-2-kisim-emlakcidan-daire/detay/31849845,3. Kat,BAHÇEŞEHİR SPRADON QUARTZ OPAL KİRALIK 6+1 DUBLEKS DAİRE,3.500,9,292,Emlakçıdan,6+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-bahcelievler-kocasinan-merkez-emlakcidan-daire/detay/32323000,1. Kat,İSTANBUL BAHÇELİEVLER\u0027DE KİRALIK 2+1 DAİRE (MUCİZE EMLAK\u0027TAN),1.250,25,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-beyoglu-gumussuyu-emlakcidan-daire/detay/32363812,5. Kat,KONUT\u0027TAN GÜMÜŞSUYU\u0027NDA YENİLENMİŞ  90m2. MANZARALI DAİRE.,3.100,50,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-bahcelievler-bahcelievler-emlakcidan-daire/detay/32249297,5. Kat,BAHÇELİEVLER KİRALIK 5+1 FERAH DUBLEKS DAİRE,2.100,25,160,Emlakçıdan,5+1,Kurumsal,14.11.2018
/konut-kiralik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/32201387,3. Kat,R.E.P GAYRİMENKUL\u0027DEN YEŞİLKÖY\u0027DE 3+1 120 m2 DAİRE,3.500,30,120,Emlakçıdan,3+1,Kurumsal,12.11.2018
/konut-kiralik/istanbul-beyoglu-gumussuyu-emlakcidan-daire/detay/26175336,4. Kat,"GORGEOUS BOSPHORUS VIEW, 140 m2, 2 BR, 2 BA, SPACIOUS FLAT ",16.500,50,140,Emlakçıdan,2+1,Kurumsal,26.11.2018
/konut-kiralik/istanbul-bahcelievler-sirinevler-emlakcidan-daire/detay/32220507,5. Kat, B EVLER YAYLA AİLEYE BEKAR BAY BAYANA KİRALIK KÖŞE DAİRE2+1,1.500,11,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-eyup-alibeykoy-emlakcidan-daire/detay/32127157,5. Kat,3+1 Alibeyköy Kiralık Daire... alipark Alibeyköy Evlerinde,2.100,0,110,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32078350,Çatı Katı,BAHÇELİEVLER SİYAVUŞPAŞA DA KİRALIK EŞYALI DAİRE ,1.000,30,90,Emlakçıdan,2+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/32345727,2. Kat,PERSA\u0027dan YEŞİLKÖY\u0027DE OFİSE/KONUTA UYGUN 4+1 180m2 FERAH ARAKAT,3.200,30,180,Emlakçıdan,4+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-beylikduzu-yakuplu-emlakcidan-daire/detay/32175873,4. Kat,BEYLİKDÜZÜ YAKUPLUDA KİRALIK 3+1 DAİRE,1.300,15,160,Emlakçıdan,3+1,Bireysel,03.11.2018
/konut-kiralik/istanbul-besiktas-akat-emlakcidan-daire/detay/32284921,8. Kat,ERTAN SAĞNAKTAN AKATLAR 5.GAZETECİLERDE,3.500,25,120,Emlakçıdan,3+1,Bireysel,19.11.2018
/konut-kiralik/istanbul-eyup-gokturk-merkez-emlakcidan-daire/detay/32186642,,MESA YAMAC SİTESİNDE GARDENYA TİPİ 3+1 DUBLEKS DAİRE,7.650,10,230,Emlakçıdan,3+1,Kurumsal,07.11.2018
/konut-kiralik/istanbul-besiktas-levazim-emlakcidan-daire/detay/32359203,Giriş Katı,Levazım\u0027da Çok Şık Modern 1+1 Eşyalı Giyinme Odalı Dubleks Daire,4.750,30,80,Emlakçıdan,1+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-basaksehir-bahcesehir-2-kisim-emlakcidan-daire/detay/32324696,10. Kat,BAHÇEŞEHİR GÜL C5 BLOK 10.KAT 3+1ÇİFT BANYOLU,1.600,25,118,Emlakçıdan,3+1,Bireysel,26.11.2018
/konut-kiralik/istanbul-avcilar-tahtakale-emlakcidan-daire/detay/32164712,19. Kat,Ağaoğlu My Town Ispartakule Kiralık Manzaralı 2+1 Daire,1.900,8,133,Emlakçıdan,2+1,Kurumsal,03.11.2018
/konut-kiralik/istanbul-fatih-seyyid-omer-emlakcidan-daire/detay/32276186,4. Kat,Fındıkzade Merkezde Kiralık Eşyalı Temiz 2+1 Daire,2.250,28,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-maltepe-idealtepe-emlakcidan-daire/detay/32038665,3. Kat,KAÇMAZ EMLAK\u0027DAN İdealtepe Metro Yakın 90M2 Lüx Ön Cephe 2+1,2.050,2,90,Emlakçıdan,2+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-gaziosmanpasa-pazarici-emlakcidan-daire/detay/31934692,3. Kat,Gaziosmanpaşa Pazariçi Mahallesi 3+1 Kiralık Daire,1.600,12,120,Emlakçıdan,3+1,Bireysel,30.11.2018
/konut-kiralik/istanbul-beykoz-kavacik-emlakcidan-daire/detay/24392860,5. Kat,KAVACIK KAPTANLAR\u0027DA 3+1 180m ARA KAT DAİRE,2.500,10,180,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-besiktas-yildiz-emlakcidan-daire/detay/32180902,Yüksek Giriş,GÜNCEL\u0027DEN BEŞİKTAŞ ÇIRAĞAN DA OTOPARKLI YENİ BİNADA 1+1 DAİRE,3.500,2,70,Emlakçıdan,1+1,Kurumsal,05.11.2018
/konut-kiralik/istanbul-eyup-gokturk-merkez-emlakcidan-daire/detay/32257806,2. Kat,DNZ A.Ş. İstanbul İstanbul Evlerinde Göl Manzaralı 3+1 Daire,6.250,20,181,Emlakçıdan,3+1,Kurumsal,15.11.2018
/konut-kiralik/istanbul-kadikoy-sahrayi-cedit-emlakcidan-daire/detay/32333050,4. Kat,SÖRF TEN SAHRAYICEDİT TE DIŞ CEPHE MANT.145M2 KOMBİLİ 3+1 ARAKAT,2.300,24,150,Emlakçıdan,3+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-basaksehir-basaksehir-emlakcidan-daire/detay/32316743,7. Kat,PYRAMID EMLAK\u0027TAN VADİŞEHİR\u0027DE ARA KAT DOĞU CEPHE (152m2) 3+1,2.350,0,152,Emlakçıdan,3+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-sisli-bozkurt-emlakcidan-daire/detay/32327535,Yüksek Giriş,ŞİŞLİDE TEKİN EMLAKTAN TÜRKBEYİN 2.ADASINDA 3+1 YÜKSEK GİRİŞ,2.200,40,110,Emlakçıdan,3+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-uskudar-murat-reis-emlakcidan-daire/detay/32119230,1. Kat,"GAYRİMENKUL 216 DAN Bağlarbaşı Metroya 1 dk. Uzaklıkta Geniş,Bal",1.700,26,90,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-kadikoy-sahrayi-cedit-emlakcidan-daire/detay/32266390,9. Kat,"*FİDAN* SAHRAYI CEDİT - ATATÜRK CAD. YAKIN, 3+1 SÜPER LÜKS",2.700,2,125,Emlakçıdan,3+1,Kurumsal,23.11.2018
/konut-kiralik/istanbul-kartal-cevizli-emlakcidan-daire/detay/32022654,4. Kat,"DİRECTEN,ADLİYENİN DİBİNDE,4.KATTA, EMSALSİZ GENİŞLİKTE,SIFIR2+1",1.850,0,97,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sariyer-buyukdere-emlakcidan-daire/detay/31666956,Çatı Katı, ŞAMDAN GAYRİMENKULDEN BÜYÜKDERE\u0027DE SİTE İÇİNDE ÇATI DUBLEKSİ,4.500,8,200,Emlakçıdan,4+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-uskudar-sultantepe-emlakcidan-daire/detay/32315919,4. Kat,üsküdarda kiralık manzaralı 4+2 250m asansör- 2 araç otoparklı,7.700,20,250,Emlakçıdan,4+2,Kurumsal,24.11.2018
/konut-kiralik/istanbul-maltepe-kucukyali-emlakcidan-daire/detay/32329560,4. Kat,GALİP BEYDEN KÜÇÜKYALI METROYA YAKIN ASANSÖRLÜ KOMBİLİ,1.800,25,130,Emlakçıdan,3+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-sariyer-tarabya-emlakcidan-daire/detay/32028595,4. Kat,Sarıyer Tarabya Nezih Sokak Şık Bina Ulaşım 1 Adım Çatı Dubleks ,2.800,15,200,Emlakçıdan,5+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32352560,4. Kat,KADIKÖY SUADİYE AYŞE ÇAVUŞ MİNİBÜS YOLU ÜZERİNDE 2+1 KİRALIK,1.400,30,90,Emlakçıdan,2+1,Bireysel,29.11.2018
/konut-kiralik/istanbul-besiktas-bebek-emlakcidan-daire/detay/32059387,2. Kat,AHMET PAÇA\u0027DAN AŞİYAN\u0027DA MUHTEŞEM MANZARALI BAHÇELİ 4+1,35.000,20,220,Emlakçıdan,4+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/32220983,3. Kat,İstanbul Havalimanı Arnavutköy Bolluca 2+1 Dubleks Kiralık Daire,1.500,0,160,Emlakçıdan,2+1,Kurumsal,10.11.2018
/konut-kiralik/istanbul-kadikoy-bostanci-emlakcidan-daire/detay/32269055,Bahçe Katı,DURU DAN İDOYA YAKIN TERAS KULLANIMLI ULTRA LÜX 3+1 ,1.700,25,120,Emlakçıdan,3+1,Kurumsal,16.11.2018
/konut-kiralik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32355864,3. Kat,BAHÇELİEVLER YAYLA ÇAMLIK CD MEVKİİ ASANSÖR 3+1 -140 M2 ARAKAT,1.750,25,130,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-beyoglu-sahkulu-emlakcidan-daire/detay/29008364,1. Kat,Beyoğlu Tünel Meydanda Tarihi Binada Kiralık Daire,10.000,120,120,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-avcilar-denizkoskler-emlakcidan-daire/detay/31923113,1. Kat,Metrobüsün Yanında Öğrenciye Yabancıya  Aileye 3+1 Daire,1.400,7,130,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-maltepe-feyzullah-emlakcidan-daire/detay/31893812,2. Kat,maltepe kiralık daire adatepe sahilde kombili 40m2 salonlu 3+1 ,2.000,40,160,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-sisli-ferikoy-emlakcidan-daire/detay/32206812,4. Kat,Şişli Kurtuluşta Metroya Yakın Dubleks 3+1 Süper Lüx Ankastreli ,3.000,0,110,Emlakçıdan,3+1,Bireysel,30.11.2018
/konut-kiralik/istanbul-pendik-yenisehir-emlakcidan-daire/detay/31103156,9. Kat,Kurtköy Yenişehir Uzunallar  Sit. 3+1 Kiralık,2.000,12,160,Emlakçıdan,3+1,Kurumsal,27.11.2018
/konut-kiralik/istanbul-uskudar-selamiali-emlakcidan-daire/detay/31656884,Villa Katı,Üsküdar Fıstıkağacında caddeye 50 mt Bahçeli teraslı Müstakil Ev,2.500,30,180,Emlakçıdan,5+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-zeytinburnu-maltepe-emlakcidan-daire/detay/32135185,10. Kat,Nef 12 Merterde Kiralık 1+0 Daire,1.350,2,37,Emlakçıdan,1+0,Kurumsal,30.11.2018
/konut-kiralik/istanbul-tuzla-yayla-emlakcidan-daire/detay/32316740,Bahçe Katı,Rukiye Korkmaz\u0027dan Tuzla Kafkale Evlerinde 3+1 Kiralık Daire,1.450,8,120,Emlakçıdan,3+1,Kurumsal,24.11.2018
/konut-kiralik/istanbul-esenyurt-osmangazi-sahibinden-daire/detay/32275246,3. Kat,Merkezi Konumda Kış Mevsiminden Dolayı Fiyatı İndirdik,850,10,125,Sahibinden,2+1,Bireysel,29.11.2018
/konut-kiralik/istanbul-bahcelievler-bahcelievler-emlakcidan-daire/detay/32123050,Bahçe Katı,AYIŞIĞINDAN BAHÇELİEVLER ÇALIŞLARA YAKIN 3+1 EŞYALI DAİRE ,1.450,25,85,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-maltepe-kucukyali-emlakcidan-daire/detay/30595304,6. Kat,TAMİŞ\u0027DEN KÜÇÜKYALIDA MİNİBÜSE SAHİLE ÇOK YAKIN GENİŞ FERAH 2+1,1.800,19,100,Emlakçıdan,2+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-uskudar-sultantepe-emlakcidan-daire/detay/32233440,Zemin,ÜSKÜDAR SULTANTEPE\u0027de SIFIR BİNADA 2+1 70M2 OTOPARKLI,1.900,0,70,Emlakçıdan,2+1,Kurumsal,12.11.2018
/konut-kiralik/istanbul-bahcelievler-bahcelievler-emlakcidan-daire/detay/32168054,2. Kat,Bahçelievler Hz Ömer Camii Yakını 2+1 Bakımlı Kiralık Daire,1.200,23,80,Emlakçıdan,2+1,Kurumsal,02.11.2018
/konut-kiralik/istanbul-basaksehir-bahcesehir-2-kisim-emlakcidan-daire/detay/32328041,5. Kat,AVRUPARK ta 4+1 KİRALIK DAİRE,2.400,0,160,Emlakçıdan,4+1,Bireysel,26.11.2018
/konut-kiralik/istanbul-kagithane-celiktepe-emlakcidan-daire/detay/32240991,Yüksek Giriş,EFE REAL\u0027DEN METROYA  15DK.MESAFEDE 3+1 110 M2 OTOPARK ÜSTÜ LÜKS,1.650,3,110,Emlakçıdan,3+1,Kurumsal,13.11.2018
/konut-kiralik/istanbul-esenyurt-turgut-ozal-emlakcidan-daire/detay/32201585,8. Kat,KİPTAŞ SAADETDERE EVLERİ 126 M2 3+1 KİRALIK DAİRE,1.650,10,126,Emlakçıdan,3+1,Bireysel,07.11.2018
/konut-kiralik/istanbul-sancaktepe-veysel-karani-emlakcidan-daire/detay/32215763,,SİMYA\u0027DAN SİNPAŞ AYDOS COUNTRY\u0027DE 2+1 127M2 KİRALIK DAİRE ,1.250,0,127,Emlakçıdan,2+1,Kurumsal,26.11.2018
/konut-kiralik/istanbul-pendik-seyhli-emlakcidan-daire/detay/32216390,4. Kat,RE/MAX GO CAN ÇELİK\u0027TEN CADDE ÜSTÜ ARA KAT FIRSAT 2+1 90M2,1.150,5,90,Emlakçıdan,2+1,Kurumsal,09.11.2018
/konut-kiralik/istanbul-kartal-esentepe-emlakcidan-daire/detay/32238037,1. Kat,DİRECTTEN ESENTEPEDE METRO E5\u0027E YAKIN FIRSAT SIFIR 2+1,1.350,0,90,Emlakçıdan,2+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-besiktas-sinanpasa-emlakcidan-daire/detay/32343508,3. Kat,BEŞİKTAŞ EMLAK\u0027TAN KARTAL HEYKELİNE YAKIN FULL EŞYALI 2+1,2.500,15,100,Emlakçıdan,2+1,Kurumsal,28.11.2018
/konut-kiralik/istanbul-maltepe-baglarbasi-emlakcidan-daire/detay/32038063,Yüksek Giriş,KAÇMAZ EMLAK\u0027DAN Bağlarbaşın\u0027da Temiz 3+1 Daire,1.500,20,140,Emlakçıdan,3+1,Bireysel,01.12.2018
/konut-kiralik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/32041259,2. Kat,BEYLİKDÜZÜ GÜRPINARDA 3+1 155 M2 KİRALIK DAİRE,1.300,3,155,Emlakçıdan,3+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-uskudar-zeynep-kamil-emlakcidan-daire/detay/32250100,3. Kat,AS EMLAK TAN YENİ BİNADA ZEYNEP KAMİL DE ÇATI KATI 1+1 DAİRE,1.550,1,70,Emlakçıdan,1+1,Kurumsal,14.11.2018
/konut-kiralik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/23663822,6. Kat, FENERBAHÇEDE AKTÜELDEN  KİRALIK 5+1 DAİRE,4.300,21,220,Emlakçıdan,5+1,Kurumsal,01.12.2018
/konut-kiralik/istanbul-besiktas-etiler-emlakcidan-daire/detay/32280579,Bahçe Katı,ETİLER ŞEKER VADİ SİTESİNDE BAHÇE KULLANIMLI 2+1 LUKS ,7.000,8,120,Emlakçıdan,2+1,Kurumsal,19.11.2018
/konut-kiralik/istanbul-kadikoy-suadiye-emlakcidan-daire/detay/32357260,2. Kat,Şaşkınbakkal Sahilde 150m2 Brüt 110M2 Net Sıfır Güney Ara Kat,5.000,0,150,Emlakçıdan,3+1,Kurumsal,30.11.2018
/konut-kiralik/istanbul-kagithane-celiktepe-emlakcidan-daire/detay/32279042,2. Kat,"ÇELİKTEPE\u0027DE, METROYA 4 DK.2+1,100 M2, KİRALIK DAİRE, ARTUM\u0027DAN ",1.850,17,100,Emlakçıdan,2+1,Kurumsal,18.11.2018
/konut-kiralik/istanbul-atasehir-kayisdagi-emlakcidan-daire/detay/32269885,Çatı Katı,KAYIŞDAĞI MAH YEDİTEPE ÜNİ. VE CADDEYE ÇOK YAKIN 3+1 EŞYALI,1.500,12,100,Emlakçıdan,3+1,Kurumsal,16.11.2018
/konut-kiralik/istanbul-uskudar-ahmediye-emlakcidan-daire/detay/32183916,1. Kat,As emlak tan üsküdar merkeze yakın otoparklı 3+1 daire,2.100,25,120,Emlakçıdan,3+1,Kurumsal,05.11.2018
/konut-kiralik/istanbul-pendik-kurtkoy-emlakcidan-daire/detay/32144443,,Kurtköy Merkez 4+2 Çatı Dublex Teraslı Kiralık Daire,1.550,8,180,Emlakçıdan,4+2,Kurumsal,01.12.2018
